scenario,system,phase,version,metric,value
many-files,cavs,update,3,time_s,4.01
many-files,cavs,update,3,dl_total_kb,99951
many-files,cavs,push,4,time_s,7.38
many-files,cavs,push,4,remote_kb,212488
many-files,cavs,push,4,remote_growth_kb,9474
many-files,cavs,update,4,time_s,3.72
many-files,cavs,update,4,dl_total_kb,104580
many-files,cavs,clone_cold,4,time_s,4.11
many-files,cavs,clone_cold,4,dl_total_kb,88527
many-files,cavs,verify,4,sha256_ok,1
many-files,cavs,storage,4,store_kb,105874
many-files,cavs,storage,4,export_kb,106516
many-files,cavs,logical,4,latest_version_kb,88527
full-rewrite,git,push,1,time_s,2.61
full-rewrite,git,push,1,remote_kb,49195
full-rewrite,git,push,1,remote_growth_kb,49195
full-rewrite,git,update,1,time_s,0.64
full-rewrite,git,update,1,dl_total_kb,49196
full-rewrite,git,push,2,time_s,3.37
full-rewrite,git,push,2,remote_kb,98362
full-rewrite,git,push,2,remote_growth_kb,49167
full-rewrite,git,update,2,time_s,2.36
full-rewrite,git,update,2,dl_total_kb,98364
full-rewrite,git,clone_cold,2,time_s,0.56
full-rewrite,git,clone_cold,2,dl_total_kb,98364
full-rewrite,git,verify,2,sha256_ok,1
full-rewrite,git,storage,2,git_kb,98362
full-rewrite,git,logical,2,latest_version_kb,49152
full-rewrite,lfs,push,1,time_s,4.10
full-rewrite,lfs,push,1,remote_kb,49178
full-rewrite,lfs,push,1,remote_growth_kb,49178
full-rewrite,lfs,update,1,time_s,4.57
full-rewrite,lfs,update,1,dl_total_kb,49152
full-rewrite,lfs,push,2,time_s,4.00
full-rewrite,lfs,push,2,remote_kb,98330
full-rewrite,lfs,push,2,remote_growth_kb,49152
full-rewrite,lfs,update,2,time_s,5.44
full-rewrite,lfs,update,2,dl_total_kb,98304
full-rewrite,lfs,clone_cold,2,time_s,4.62
full-rewrite,lfs,clone_cold,2,dl_total_kb,49152
full-rewrite,lfs,verify,2,sha256_ok,1
full-rewrite,lfs,storage,2,lfs_objects_kb,98304
full-rewrite,lfs,logical,2,latest_version_kb,49152
full-rewrite,cavs,push,1,time_s,3.59
full-rewrite,cavs,push,1,remote_kb,99178
full-rewrite,cavs,push,1,remote_growth_kb,99178
full-rewrite,cavs,update,1,time_s,7.18
full-rewrite,cavs,update,1,dl_total_kb,49152
full-rewrite,cavs,push,2,time_s,3.12
full-rewrite,cavs,push,2,remote_kb,198290
full-rewrite,cavs,push,2,remote_growth_kb,99112
full-rewrite,cavs,update,2,time_s,4.38
full-rewrite,cavs,update,2,dl_total_kb,98304
full-rewrite,cavs,clone_cold,2,time_s,3.94
full-rewrite,cavs,clone_cold,2,dl_total_kb,49152
full-rewrite,cavs,verify,2,sha256_ok,1
full-rewrite,cavs,storage,2,store_kb,99034
full-rewrite,cavs,storage,2,export_kb,99230
full-rewrite,cavs,logical,2,latest_version_kb,49152
